a,b,question,answer
,,396 ÷ 2,198
,,791 ÷ 7,113
,,530 ÷ 5,106
,,609 ÷ 3,203
,,405 ÷ 5,81
,,755 ÷ 5,151
,,354 ÷ 6,59
,,714 ÷ 7,102
,,278 ÷ 2,139
,,696 ÷ 8,87
,,770 ÷ 7,110
,,639 ÷ 3,213
,,384 ÷ 6,64
,,970 ÷ 2,485
,,670 ÷ 5,134
,,966 ÷ 3,322
,,784 ÷ 7,112
,,960 ÷ 6,160
,,656 ÷ 8,82
,,930 ÷ 6,155
,,765 ÷ 5,153
,,552 ÷ 4,138
,,538 ÷ 2,269
,,795 ÷ 5,159
,,756 ÷ 7,108
,,699 ÷ 3,233
,,798 ÷ 7,114
,,540 ÷ 5,108
,,305 ÷ 5,61
,,462 ÷ 2,231
,,681 ÷ 3,227
,,780 ÷ 5,156
,,424 ÷ 8,53
,,256 ÷ 2,128
,,385 ÷ 5,77
,,888 ÷ 4,222
,,824 ÷ 8,103
,,585 ÷ 5,117
,,555 ÷ 5,111
,,721 ÷ 7,103
,,452 ÷ 4,113
,,412 ÷ 4,103
,,848 ÷ 8,106
,,909 ÷ 9,101
,,762 ÷ 2,381
,,640 ÷ 2,320
,,840 ÷ 5,168
,,744 ÷ 2,372
,,904 ÷ 4,226
,,136 ÷ 4,34
,,954 ÷ 9,106
,,396 ÷ 6,66
,,908 ÷ 2,454
,,909 ÷ 3,303
,,426 ÷ 2,213
,,332 ÷ 2,166
,,942 ÷ 3,314
,,224 ÷ 4,56
,,306 ÷ 6,51
,,978 ÷ 6,163
,,250 ÷ 5,50
,,816 ÷ 8,102
,,984 ÷ 4,246
,,990 ÷ 9,110
,,648 ÷ 6,108
,,687 ÷ 3,229
,,895 ÷ 5,179
,,927 ÷ 9,103
,,654 ÷ 6,109
,,240 ÷ 5,48
,,880 ÷ 5,176
,,918 ÷ 9,102
,,378 ÷ 6,63
,,595 ÷ 5,119
,,324 ÷ 6,54
,,620 ÷ 5,124
,,428 ÷ 4,107
,,342 ÷ 6,57
,,504 ÷ 4,126
,,508 ÷ 4,127
,,938 ÷ 2,469
,,816 ÷ 4,204
,,562 ÷ 2,281
,,320 ÷ 2,160
,,348 ÷ 6,58
,,981 ÷ 3,327
,,965 ÷ 5,193
,,680 ÷ 8,85
,,298 ÷ 2,149
,,445 ÷ 5,89
,,348 ÷ 3,116
,,912 ÷ 4,228
,,156 ÷ 4,39
,,438 ÷ 2,219
,,990 ÷ 6,165
,,945 ÷ 3,315
,,272 ÷ 8,34
,,345 ÷ 5,69
,,208 ÷ 4,52
,,580 ÷ 4,145
,,624 ÷ 6,104
,,796 ÷ 2,398
,,707 ÷ 7,101
,,306 ÷ 3,102
,,912 ÷ 6,152
,,868 ÷ 4,217
,,366 ÷ 3,122
,,840 ÷ 8,105
,,264 ÷ 8,33
,,651 ÷ 3,217
,,288 ÷ 8,36
,,960 ÷ 5,192
,,590 ÷ 5,118
,,350 ÷ 5,70
,,954 ÷ 2,477
,,892 ÷ 4,223
,,954 ÷ 6,159
,,890 ÷ 5,178
,,728 ÷ 4,182
,,236 ÷ 4,59
,,672 ÷ 8,84
,,360 ÷ 6,60
,,872 ÷ 4,218
,,495 ÷ 5,99
,,456 ÷ 8,57
,,696 ÷ 2,348
,,808 ÷ 4,202
,,976 ÷ 4,244
,,248 ÷ 8,31
,,357 ÷ 3,119
,,270 ÷ 5,54
,,921 ÷ 3,307
,,142 ÷ 2,71
,,546 ÷ 2,273
,,970 ÷ 5,194
,,324 ÷ 4,81
,,975 ÷ 3,325
,,460 ÷ 4,115
,,838 ÷ 2,419
,,260 ÷ 4,65
,,736 ÷ 2,368
,,178 ÷ 2,89
,,525 ÷ 5,105
,,612 ÷ 6,102
,,684 ÷ 6,114
,,420 ÷ 4,105
,,564 ÷ 4,141
,,966 ÷ 6,161
,,615 ÷ 3,205
,,488 ÷ 4,122
,,240 ÷ 8,30
,,672 ÷ 3,224
,,805 ÷ 5,161
,,990 ÷ 3,330
,,309 ÷ 3,103
,,564 ÷ 2,282
,,760 ÷ 4,190
,,784 ÷ 4,196
,,875 ÷ 5,175
,,110 ÷ 5,22
,,290 ÷ 5,58
,,440 ÷ 5,88
,,520 ÷ 2,260
,,936 ÷ 4,234
,,288 ÷ 4,72
,,302 ÷ 2,151
,,330 ÷ 6,55
,,296 ÷ 8,37
,,185 ÷ 5,37
,,606 ÷ 6,101
,,852 ÷ 2,426
,,924 ÷ 3,308
,,775 ÷ 5,155
,,684 ÷ 3,228
,,742 ÷ 7,106
,,812 ÷ 4,203
,,318 ÷ 3,106
,,972 ÷ 2,486
,,578 ÷ 2,289
,,380 ÷ 5,76
,,948 ÷ 6,158
,,376 ÷ 4,94
,,224 ÷ 8,28
,,296 ÷ 2,148
,,770 ÷ 5,154
,,380 ÷ 4,95
,,236 ÷ 2,118
,,920 ÷ 5,184
,,535 ÷ 5,107
,,540 ÷ 4,135
,,772 ÷ 4,193
