a,b,question,answer
,,56÷7=?,8
,,36÷4=?,9
,,18÷3=?,6
,,16÷2=?,8
,,24÷4=?,6
,,24÷4=?,6
,,42÷6=?,7
,,18÷3=?,6
,,6÷6=?,1
,,15÷3=?,5
,,36÷9=?,4
,,24÷3=?,8
,,4÷2=?,2
,,5÷1=?,5
,,9÷9=?,1
,,48÷6=?,8
,,56÷7=?,8
,,42÷6=?,7
,,6÷2=?,3
,,8÷1=?,8
,,24÷4=?,6
,,28÷4=?,7
,,30÷6=?,5
,,36÷4=?,9
,,42÷7=?,6
,,48÷8=?,6
,,8÷8=?,1
,,36÷4=?,9
,,21÷7=?,3
,,2÷2=?,1
,,4÷1=?,4
,,45÷9=?,5
,,28÷7=?,4
,,36÷9=?,4
,,64÷8=?,8
,,6÷1=?,6
,,10÷5=?,2
,,27÷9=?,3
,,16÷2=?,8
,,35÷5=?,7
,,81÷9=?,9
,,18÷6=?,3
,,5÷1=?,5
,,20÷4=?,5
,,9÷1=?,9
,,9÷9=?,1
,,56÷8=?,7
,,18÷6=?,3
,,42÷6=?,7
,,16÷4=?,4
,,7÷7=?,1
,,16÷4=?,4
,,6÷6=?,1
,,36÷6=?,6
,,63÷9=?,7
,,63÷9=?,7
,,16÷8=?,2
,,28÷4=?,7
,,12÷4=?,3
,,12÷6=?,2
,,25÷5=?,5
,,45÷5=?,9
,,16÷8=?,2
,,27÷3=?,9
,,12÷2=?,6
,,15÷5=?,3
,,54÷6=?,9
,,35÷5=?,7
,,21÷7=?,3
,,6÷6=?,1
,,21÷3=?,7
,,18÷9=?,2
,,63÷7=?,9
,,56÷7=?,8
,,2÷2=?,1
,,16÷4=?,4
,,3÷3=?,1
,,24÷8=?,3
,,24÷4=?,6
,,7÷1=?,7
,,12÷6=?,2
,,42÷7=?,6
,,21÷7=?,3
,,36÷9=?,4
,,40÷8=?,5
,,18÷2=?,9
,,14÷2=?,7
,,64÷8=?,8
,,8÷2=?,4
,,15÷5=?,3
,,36÷4=?,9
,,28÷7=?,4
,,45÷5=?,9
,,25÷5=?,5
,,16÷2=?,8
,,18÷9=?,2
,,15÷5=?,3
,,12÷2=?,6
,,4÷1=?,4
,,12÷6=?,2
,,10÷2=?,5
,,24÷3=?,8
,,30÷5=?,6
,,12÷3=?,4
,,48÷8=?,6
,,45÷9=?,5
,,8÷2=?,4
,,8÷4=?,2
,,8÷2=?,4
,,12÷4=?,3
,,10÷2=?,5
,,10÷2=?,5
,,12÷4=?,3
,,6÷6=?,1
,,27÷3=?,9
,,6÷3=?,2
,,54÷9=?,6
,,12÷4=?,3
,,3÷1=?,3
,,12÷3=?,4
,,36÷9=?,4
,,24÷3=?,8
,,14÷7=?,2
,,64÷8=?,8
,,20÷5=?,4
,,5÷1=?,5
,,10÷5=?,2
,,24÷3=?,8
,,16÷8=?,2
,,45÷9=?,5
,,6÷6=?,1
,,15÷3=?,5
,,64÷8=?,8
,,10÷5=?,2
,,42÷6=?,7
,,16÷4=?,4
,,5÷5=?,1
,,32÷4=?,8
